condition,learner,seed,estimator,estimate,se,ci_low,ci_high,true_ate,true_sample_ate,treatment_rate,min_propensity,max_propensity,clipped_fraction
linear_low_confounding,linear,12,ipw,1.0319543502865685,0.05642200728880835,0.9213672160005041,1.1425414845726327,1.0,1.0268194934658863,0.5125,0.1448079974937566,0.8667905936348965,0.0
linear_low_confounding,linear,12,aipw,1.0319517261488702,0.035144524357422595,0.9630684584083219,1.1008349938894184,1.0,1.0268194934658863,0.5125,0.1448079974937566,0.8667905936348965,0.0
linear_low_confounding,linear,13,difference-in-means,1.5765703108733848,0.05207479504626138,1.4745037125827125,1.6786369091640572,1.0,1.0098517452612052,0.50075,0.13786711583739505,0.8532310321890701,0.0
linear_low_confounding,linear,13,outcome-regression,1.0131411034872517,0.011767389088490562,0.9900770208738102,1.0362051861006931,1.0,1.0098517452612052,0.50075,0.13786711583739505,0.8532310321890701,0.0
linear_low_confounding,linear,13,ipw,1.0038090910898072,0.05681982536862893,0.8924422333672946,1.1151759488123199,1.0,1.0098517452612052,0.50075,0.13786711583739505,0.8532310321890701,0.0
linear_low_confounding,linear,13,aipw,1.0094915894463337,0.034444104118325616,0.9419811453744155,1.077002033518252,1.0,1.0098517452612052,0.50075,0.13786711583739505,0.8532310321890701,0.0
linear_low_confounding,linear,14,difference-in-means,1.5387213914368592,0.05042088555846606,1.4398964557422658,1.6375463271314525,1.0,1.0198127970320667,0.5115,0.1435656445766502,0.8630997416371178,0.0
linear_low_confounding,linear,14,outcome-regression,1.0299898308611837,0.011160396129643877,1.0081154544470816,1.0518642072752857,1.0,1.0198127970320667,0.5115,0.1435656445766502,0.8630997416371178,0.0
linear_low_confounding,linear,14,ipw,1.0224009609767166,0.05453677319750457,0.9155088855096076,1.1292930364438256,1.0,1.0198127970320667,0.5115,0.1435656445766502,0.8630997416371178,0.0
linear_low_confounding,linear,14,aipw,1.0301002611169574,0.03452104952618357,0.9624390040456376,1.0977615181882772,1.0,1.0198127970320667,0.5115,0.1435656445766502,0.8630997416371178,0.0
linear_low_confounding,linear,15,difference-in-means,1.5393859289903202,0.05136708896256149,1.4387064346236997,1.6400654233569407,1.0,1.0082381301699959,0.496,0.1475212588063549,0.8817414599952156,0.0
linear_low_confounding,linear,15,outcome-regression,0.9626771965936192,0.011338549267257006,0.9404536400297955,0.9849007531574429,1.0,1.0082381301699959,0.496,0.1475212588063549,0.8817414599952156,0.0
linear_low_confounding,linear,15,ipw,0.958269152022311,0.05599422642709895,0.8485204682251971,1.068017835819425,1.0,1.0082381301699959,0.496,0.1475212588063549,0.8817414599952156,0.0
linear_low_confounding,linear,15,aipw,0.9634510560189388,0.03527094816037135,0.8943199976246109,1.0325821144132665,1.0,1.0082381301699959,0.496,0.1475212588063549,0.8817414599952156,0.0
linear_low_confounding,linear,16,difference-in-means,1.5374138723204527,0.050632078958429555,1.4381749975619307,1.6366527470789747,1.0,1.0182879148631516,0.51175,0.14347176546363977,0.8446329755542764,0.0
